Date,Open,High,Low,Close,Adj Close,Volume
2025-05-07,185.56,190.99,185.01,188.71,188.71,44002930
2025-05-08,191.43,194.33,188.82,192.08,192.08,41043621
2025-05-09,193.375,194.69,191.16,193.06,193.06,29663141
2025-05-12,210.71,211.66,205.75,208.64,208.64,75205039
2025-05-13,211.08,214.84,210.1,211.37,211.37,56193680
2025-05-14,211.45,211.93,208.85,210.25,210.25,38492129
2025-05-15,206.45,206.88,202.673,205.17,205.17,64347320
2025-05-16,206.85,206.85,204.374,205.59,205.59,43318480
2025-05-19,201.645,206.62,201.26,206.16,206.16,34314809
2025-05-20,204.628,205.5899,202.65,204.07,204.07,29470369
2025-05-21,201.61,203.455,200.06,201.12,201.12,42460922
2025-05-22,201.38,205.76,200.16,203.1,203.1,38938879
2025-05-23,198.9,202.37,197.85,200.99,200.99,33393551
2025-05-27,203.085,206.69,202.19,206.02,206.02,34892039
2025-05-28,205.915,207.66,204.41,204.72,204.72,28549750
2025-05-29,208.025,208.81,204.23,205.7,205.7,34700008
2025-05-30,204.84,205.99,201.695,205.01,205.01,51679406
2025-06-02,204.98,207.0,202.68,206.65,206.65,29113320
2025-06-03,207.105,208.9469,205.03,205.71,205.71,33139121
2025-06-04,206.55,208.18,205.18,207.23,207.23,29915590
2025-06-05,209.55,212.81,207.56,207.91,207.91,51979238
2025-06-06,212.4,213.8699,210.5,213.57,213.57,39832500
2025-06-09,214.75,217.85,212.88,216.98,216.98,38102500
2025-06-10,216.78,217.69,214.15,217.61,217.61,31303320
2025-06-11,217.41,218.4,212.89,213.2,213.2,39325980
2025-06-12,211.78,213.58,211.33,213.24,213.24,27639990
2025-06-13,209.96,214.05,209.62,212.1,212.1,29337760
2025-06-16,212.31,217.06,211.6,216.1,216.1,33284160
2025-06-17,215.195,217.41,214.56,214.82,214.82,32086260
2025-06-18,215.09,217.96,212.34,212.52,212.52,44360512
2025-06-20,214.68,214.89,208.2709,209.69,209.69,75350727
2025-06-23,209.79,210.39,207.3101,208.47,208.47,37311727
2025-06-24,212.135,214.34,211.045,212.77,212.77,38378762
2025-06-25,214.615,216.03,211.11,211.99,211.99,31755699
2025-06-26,213.12,218.035,212.01,217.12,217.12,50480809
2025-06-27,219.92,223.3,216.74,223.3,223.3,119217100
2025-06-30,223.52,223.82,219.12,219.39,219.39,58887800
2025-07-01,219.5,221.88,217.93,220.46,220.46,39256800
2025-07-02,219.73,221.6,219.06,219.92,219.92,30894200
2025-07-03,221.82,224.01,221.36,223.41,223.41,29632350
2025-07-07,223.0,224.29,222.37,223.47,223.47,36604141
2025-07-08,223.915,224.0,218.43,219.36,219.36,45691992
2025-07-09,221.07,224.29,220.47,222.54,222.54,38155121
2025-07-10,221.55,222.79,219.7,222.26,222.26,30370590
2025-07-11,223.58,226.6799,222.37,225.02,225.02,50518312
2025-07-14,225.07,226.66,224.24,225.69,225.69,35702602
2025-07-15,226.2,227.27,225.455,226.35,226.35,34907289
2025-07-16,225.875,226.1,222.18,223.19,223.19,39535930
2025-07-17,223.32,224.5,222.51,223.88,223.88,31855830
2025-07-18,225.14,226.4,222.98,226.13,226.13,37833809
2025-07-21,225.835,229.69,225.65,229.3,229.3,40297559
2025-07-22,229.68,230.0,226.35,227.47,227.47,37483699
2025-07-23,228.47,228.79,227.09,228.29,228.29,28294850
2025-07-24,229.17,236.0,228.64,232.23,232.23,42902273
2025-07-25,232.22,232.48,231.18,231.44,231.44,28712100
2025-07-28,233.35,234.29,232.25,232.79,232.79,26300141
2025-07-29,234.15,234.72,230.31,231.01,231.01,33716219
2025-07-30,231.64,231.8,229.29,230.19,230.19,32993270
2025-07-31,235.77,236.53,231.4,234.11,234.11,104357297
2025-08-01,217.21,220.4399,212.8,214.75,214.75,122258797
2025-08-04,217.4,217.44,211.42,211.65,211.65,77890148
2025-08-05,213.05,216.3,212.87,213.75,213.75,51505121
2025-08-06,214.695,222.65,213.7409,222.31,222.31,54823047
2025-08-07,221.0,226.22,220.82,223.13,223.13,40603512
2025-08-08,223.14,223.8,221.8836,222.69,222.69,32970480
2025-08-11,221.78,223.05,220.4,221.3,221.3,31646221
2025-08-12,222.23,223.5,219.05,221.47,221.47,37254711
2025-08-13,222.0,224.9185,222.0,224.56,224.56,36508340
2025-08-14,227.4,233.11,227.02,230.98,230.98,61545820
2025-08-15,232.58,234.08,229.807,231.03,231.03,39649238
2025-08-18,230.225,231.91,228.33,231.49,231.49,25248891
2025-08-19,230.09,230.5283,227.12,228.01,228.01,29891010
2025-08-20,227.12,227.27,220.915,223.81,223.81,36604320
2025-08-21,222.65,222.78,220.5,221.95,221.95,32140461
2025-08-22,222.79,229.14,220.82,228.84,228.84,37315340
2025-08-25,227.35,229.6,227.31,227.94,227.94,22633699
2025-08-26,227.11,229.0,226.02,228.71,228.71,26105369
2025-08-27,228.57,229.87,227.81,229.12,229.12,21254480
2025-08-28,229.005,232.71,228.02,231.6,231.6,33679594
2025-08-29,231.32,231.8125,228.16,229.0,229.0,26199170
2025-09-02,223.52,226.17,221.83,225.34,225.34,38843879
2025-09-03,225.21,227.1699,224.36,225.99,225.99,29223131
2025-09-04,231.185,235.77,230.78,235.68,235.68,59391781
2025-09-05,235.19,236.0,231.93,232.33,232.33,36721801
2025-09-08,234.94,237.6,233.75,235.84,235.84,33947102
2025-09-09,236.355,238.85,235.08,238.24,238.24,27033779
2025-09-10,237.515,237.68,229.0962,230.33,230.33,60907711
2025-09-11,231.49,231.53,229.3377,229.95,229.95,37485602
2025-09-12,230.35,230.79,226.29,228.15,228.15,38496219
2025-09-15,230.625,233.73,230.32,231.43,231.43,33243328
2025-09-16,232.935,235.9,232.23,234.05,234.05,38203910
2025-09-17,233.77,234.3,228.71,231.62,231.62,42815230
2025-09-18,232.5,233.48,228.79,231.23,231.23,37931738
2025-09-19,232.37,234.16,229.7,231.48,231.48,97943172
2025-09-22,230.56,230.565,227.51,227.63,227.63,45914512
2025-09-23,227.83,227.86,220.07,220.71,220.71,70956195
2025-09-24,224.15,224.56,219.45,220.21,220.21,49509031
2025-09-25,220.06,220.67,216.47,218.15,218.15,52226328
2025-09-26,219.08,221.05,218.02,219.78,219.78,41650102
2025-09-29,220.08,222.6,219.3,222.17,222.17,44259180
2025-09-30,222.03,222.24,217.89,219.57,219.57,48396367
2025-10-01,217.36,222.15,216.61,220.63,220.63,43933832
2025-10-02,221.01,222.81,218.945,222.41,222.41,41258594
2025-10-03,223.44,224.2,219.34,219.51,219.51,43639031
2025-10-06,221.0,221.73,216.03,220.9,220.9,43690879
2025-10-07,220.88,222.89,220.17,221.78,221.78,31194680
2025-10-08,222.92,226.73,221.19,225.22,225.22,46685992
2025-10-09,224.995,228.21,221.75,227.74,227.74,46412121
2025-10-10,226.21,228.25,216.0,216.37,216.37,72367516
2025-10-13,217.7,220.68,217.04,220.07,220.07,37809648
2025-10-14,215.555,219.32,212.6,216.39,216.39,45665578
2025-10-15,216.62,217.71,212.66,215.57,215.57,45909473
2025-10-16,215.67,218.59,212.8101,214.47,214.47,42414594
2025-10-17,214.56,214.8,211.03,213.04,213.04,45986941
2025-10-20,213.88,216.69,213.59,216.48,216.48,38882820
2025-10-21,218.43,223.32,217.99,222.03,222.03,50494566
2025-10-22,219.3,220.005,216.52,217.95,217.95,44308539
2025-10-23,219.0,221.3,218.18,221.09,221.09,31540000
2025-10-24,221.97,225.4,221.9,224.21,224.21,38685047
2025-10-27,227.66,228.4,225.54,226.97,226.97,38267000
2025-10-28,228.215,231.485,226.21,229.25,229.25,47100031
2025-10-29,231.672,232.82,227.76,230.3,230.3,52036152
2025-10-30,227.06,228.44,222.75,222.86,222.86,102252898
2025-10-31,250.1,250.5,243.98,244.22,244.22,166340797
2025-11-03,255.36,258.6,252.9,254.0,254.0,95997820
2025-11-04,250.38,257.01,248.66,249.32,249.32,51546312
2025-11-05,249.03,251.0,246.16,250.2,250.2,40610699
2025-11-06,249.155,250.38,242.17,243.04,243.04,46004199
2025-11-07,242.9,244.9,238.49,244.41,244.41,46374289
2025-11-10,248.34,251.75,245.59,248.4,248.4,36476512
2025-11-11,248.41,249.7499,247.23,249.1,249.1,23564061
2025-11-12,250.235,250.37,243.75,244.2,244.2,31190061
2025-11-13,243.05,243.75,236.5,237.58,237.58,41401738
2025-11-14,235.06,238.73,232.89,234.69,234.69,38956672
2025-11-17,233.25,234.6,229.19,232.87,232.87,59919020
2025-11-18,228.1,230.2,222.42,222.55,222.55,60608441
2025-11-19,223.735,223.735,218.52,222.69,222.69,58335641
2025-11-20,227.05,227.41,216.74,217.14,217.14,50308961
2025-11-21,216.345,222.21,215.18,220.69,220.69,68490461
2025-11-24,222.555,227.33,222.27,226.28,226.28,54318398
2025-11-25,226.38,230.52,223.8,229.67,229.67,39379340
2025-11-26,230.74,231.7474,228.77,229.16,229.16,38497922
2025-11-28,231.24,233.285,230.22,233.22,233.22,20279600
2025-12-01,233.22,235.797,232.25,233.88,233.88,41987300
2025-12-02,235.005,238.97,233.55,234.42,234.42,45785359
2025-12-03,233.35,233.38,230.61,232.38,232.38,35495059
2025-12-04,232.77,233.5,226.8,229.11,229.11,45683219
2025-12-05,230.32,231.24,228.547,229.53,229.53,33117379
2025-12-08,229.59,230.83,226.27,226.89,226.89,35019168
2025-12-09,226.84,228.57,225.11,227.92,227.92,25841740
2025-12-10,228.805,232.42,228.46,231.78,231.78,38790738
2025-12-11,230.71,232.11,228.6901,230.28,230.28,28249600
2025-12-12,229.87,230.08,225.12,226.19,226.19,35639121
2025-12-15,227.93,227.93,221.5,222.54,222.54,47286090
2025-12-16,223.035,223.66,221.1304,222.56,222.56,39298857
